HourEnding,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
03/08/2018 15:00,10462.49,1246.21,2487.48,716.61,11129.93,2949.47,5357.67,1090.16,35440.02
03/08/2018 16:00,10411.25,1245.99,2492.55,713.37,11027.09,2951.21,5376.93,1088.05,35306.44
03/08/2018 17:00,10364.21,1190.13,2499.05,711.38,11090.13,2963.69,5410.92,1094.44,35323.96
03/08/2018 18:00,10285.72,1192.24,2463.38,715.20,11179.45,2966.76,5493.74,1101.44,35397.93
03/08/2018 19:00,10453.00,1297.94,2472.54,740.48,11629.59,3044.48,5749.51,1128.93,36516.47
03/08/2018 20:00,10678.44,1358.65,2543.88,768.60,12049.09,3165.46,6013.70,1178.49,37756.32
03/08/2018 21:00,10564.80,1362.01,2567.49,772.23,12007.04,3160.45,5940.24,1174.48,37548.74
03/08/2018 22:00,10266.04,1328.00,2560.80,760.80,11597.85,3092.53,5661.94,1117.35,36385.31
03/08/2018 23:00,9698.56,1250.37,2506.82,721.72,10912.55,2903.24,5240.39,1058.02,34291.66
03/08/2018 24:00,9154.48,1178.10,2452.86,689.17,10128.42,2672.80,4843.05,1004.45,32123.32
03/09/2018 01:00,8849.40,1125.61,2414.06,672.71,9661.31,2502.94,4547.76,967.95,30741.75
03/09/2018 02:00,8668.19,1098.09,2399.46,668.88,9463.10,2396.10,4386.31,956.58,30036.71
03/09/2018 03:00,8571.56,1109.74,2392.96,667.13,9402.12,2344.21,4316.83,950.84,29755.39
03/09/2018 04:00,8616.47,1072.22,2412.07,670.82,9475.28,2331.48,4308.18,954.70,29841.23
03/09/2018 05:00,8859.04,1091.98,2432.91,678.07,9794.35,2354.74,4432.77,969.42,30613.29
03/09/2018 06:00,9489.05,1188.67,2456.03,721.84,10736.47,2496.05,4851.64,1020.35,32960.11
03/09/2018 07:00,10322.58,1340.26,2519.47,790.31,12034.00,2795.63,5496.67,1110.88,36409.79
03/09/2018 08:00,10459.79,1384.71,2531.09,796.75,12323.00,2875.32,5687.21,1132.51,37190.37
03/09/2018 09:00,10487.03,1343.72,2516.52,778.56,12094.12,2870.84,5637.24,1109.54,36837.57
03/09/2018 10:00,10499.47,1329.00,2493.69,753.42,11774.28,2919.40,5613.09,1091.03,36473.39
03/09/2018 11:00,10528.10,1303.79,2485.13,742.33,11614.23,2976.38,5596.54,1079.97,36326.46
03/09/2018 12:00,10596.12,1288.04,2477.79,728.35,11411.43,3012.29,5570.41,1065.98,36150.41
03/09/2018 13:00,10581.46,1262.22,2465.38,712.75,11303.23,3010.42,5550.11,1054.34,35939.91
03/09/2018 14:00,10651.48,1275.47,2486.09,719.65,11229.66,3034.98,5558.83,1054.33,36010.49
03/09/2018 15:00,10601.08,1251.47,2494.19,715.97,11171.67,3038.77,5529.19,1054.22,35856.57
03/09/2018 16:00,10452.95,1234.96,2512.69,707.67,11098.12,3021.09,5500.09,1055.61,35583.18
03/09/2018 17:00,10365.92,1233.42,2511.11,704.29,11060.56,3011.01,5494.64,1066.22,35447.18
03/09/2018 18:00,10377.68,1226.36,2494.70,697.83,11063.18,3003.05,5573.18,1063.29,35499.27
03/09/2018 19:00,10498.75,1258.61,2490.68,710.41,11386.91,3068.70,5757.60,1072.58,36244.25
03/09/2018 20:00,10541.29,1287.88,2526.86,725.86,11492.01,3151.99,5834.24,1092.46,36652.59
03/09/2018 21:00,10435.25,1264.64,2505.60,717.44,11315.12,3119.99,5725.17,1080.64,36163.84
03/09/2018 22:00,10148.48,1230.01,2457.96,693.89,10891.26,3036.71,5524.52,1051.48,35034.31
03/09/2018 23:00,9798.56,1148.38,2434.70,665.66,10284.49,2935.82,5190.02,1013.55,33471.19
03/09/2018 24:00,9357.11,1079.16,2400.41,634.79,9506.67,2785.96,4851.47,967.43,31582.99
03/10/2018 01:00,8981.23,1045.16,2368.75,613.57,8896.81,2632.19,4498.56,926.39,29962.64
03/10/2018 02:00,8707.96,1003.02,2346.56,601.92,8480.55,2510.68,4356.25,901.04,28907.99
03/10/2018 03:00,8537.41,977.09,2345.86,582.41,8232.36,2440.48,4229.27,889.64,28234.52
03/10/2018 04:00,8530.67,969.52,2356.63,580.76,8108.66,2395.05,4147.51,881.82,27970.62
03/10/2018 05:00,8564.90,943.41,2359.76,586.99,8197.24,2380.83,4124.52,881.01,28038.67
03/10/2018 06:00,8738.28,988.20,2377.17,608.10,8468.02,2422.95,4250.42,899.08,28752.21
03/10/2018 07:00,9036.99,1023.15,2408.04,629.12,8936.41,2503.01,4483.70,935.15,29955.57
03/10/2018 08:00,9318.98,1052.11,2415.23,653.47,9355.59,2573.16,4725.54,962.02,31056.10
03/10/2018 09:00,9831.74,1054.00,2428.44,676.72,9990.84,2764.98,5074.10,999.87,32820.69
03/10/2018 10:00,10297.59,1135.73,2430.42,695.17,10512.99,2954.10,5380.38,1018.32,34424.70
03/10/2018 11:00,10709.98,1202.11,2454.90,702.77,10793.83,3147.96,5657.82,1028.97,35698.34
03/10/2018 12:00,11125.27,1229.40,2471.77,696.44,11043.33,3369.25,5907.03,1043.53,36886.00
03/10/2018 13:00,11511.54,1252.79,2478.47,689.83,11231.90,3600.91,6143.89,1057.52,37966.85
03/10/2018 14:00,11849.34,1270.62,2492.05,691.74,11379.35,3818.47,6452.27,1081.95,39035.79
03/10/2018 15:00,12173.52,1304.27,2510.33,695.88,11621.42,3997.75,6768.03,1108.72,40179.94
03/10/2018 16:00,12380.96,1327.26,2526.41,704.29,11898.41,4097.34,7037.51,1139.51,41111.68
03/10/2018 17:00,12271.64,1344.82,2526.55,712.97,12106.89,4113.48,7201.90,1205.07,41483.32
03/10/2018 18:00,11951.45,1343.69,2504.32,719.23,12132.28,3988.52,7214.58,1206.53,41060.60
03/10/2018 19:00,11813.32,1282.23,2491.29,720.54,12144.13,3816.57,7011.68,1187.99,40467.74
03/10/2018 20:00,11830.94,1286.69,2522.64,730.44,12209.03,3742.77,6935.18,1189.26,40446.95
03/10/2018 21:00,11568.59,1257.28,2505.93,715.54,11887.77,3561.34,6611.12,1114.53,39222.09
03/10/2018 22:00,11221.96,1251.70,2471.22,691.48,11376.27,3396.54,6233.86,1061.28,37704.31
03/10/2018 23:00,10795.59,1200.58,2438.72,657.32,10733.06,3232.80,5825.13,1009.22,35892.42
03/10/2018 24:00,10355.00,1129.32,2415.34,625.53,9972.59,3070.80,5355.71,951.95,33876.26
03/11/2018 01:00,9878.11,1074.00,2365.67,594.10,9295.33,2900.65,4942.71,917.64,31968.21
03/11/2018 02:00,9540.81,1034.49,2344.17,581.45,8782.61,2761.62,4640.52,898.57,30584.23
03/11/2018 04:00,9382.12,1016.15,2361.40,577.62,8474.67,2681.77,4449.72,900.16,29843.61
03/11/2018 05:00,9273.83,1000.67,2362.40,577.14,8332.14,2622.88,4324.92,894.53,29388.51
03/11/2018 06:00,9244.73,1003.93,2363.48,586.37,8347.24,2592.84,4316.03,904.04,29358.67
03/11/2018 07:00,9341.44,1022.45,2376.49,599.03,8498.58,2600.45,4399.17,928.69,29766.32
03/11/2018 08:00,9496.94,1023.70,2409.35,625.48,8812.94,2631.77,4539.81,966.21,30506.21
03/11/2018 09:00,9601.43,1082.76,2411.72,654.63,9111.79,2678.07,4685.88,987.42,31213.71
03/11/2018 10:00,10003.86,1130.38,2435.99,679.49,9572.40,2885.73,4937.45,1009.43,32654.74
03/11/2018 11:00,10389.40,1142.11,2465.84,683.91,9930.10,3105.86,5097.48,1012.46,33827.15
03/11/2018 12:00,10651.24,1163.82,2477.76,689.65,10156.10,3403.74,5195.31,1002.12,34739.74
03/11/2018 13:00,11013.84,1164.99,2496.32,693.06,10309.47,3702.66,5234.49,1013.73,35628.57
03/11/2018 14:00,11271.84,1173.34,2504.59,686.31,10241.71,3921.75,5165.44,1011.33,35976.31
03/11/2018 15:00,11207.02,1162.85,2487.32,676.78,10118.40,4048.69,5079.85,1001.70,35782.61
03/11/2018 16:00,10993.67,1152.03,2480.83,665.48,10011.38,4067.51,5054.25,986.78,35411.92
03/11/2018 17:00,10755.57,1153.22,2472.75,663.67,9947.28,4008.61,5050.01,986.66,35037.76
03/11/2018 18:00,10488.13,1150.20,2465.76,667.53,9995.81,3784.63,5079.38,994.16,34625.60
03/11/2018 19:00,10334.48,1145.03,2456.40,673.80,10067.90,3542.95,5120.02,1007.48,34348.05
03/11/2018 20:00,10449.20,1181.87,2468.68,694.74,10399.67,3400.39,5334.97,1034.15,34963.67
03/11/2018 21:00,10499.78,1255.97,2526.06,726.21,10834.54,3351.03,5552.29,1068.73,35814.60
03/11/2018 22:00,10254.59,1207.23,2518.56,722.02,10710.61,3217.68,5436.53,1060.31,35127.54
03/11/2018 23:00,9751.41,1158.01,2479.66,700.72,10221.90,3040.53,5153.07,1024.41,33529.71
03/11/2018 24:00,9168.54,1035.79,2437.38,676.84,9628.67,2825.57,4761.81,982.02,31516.63
03/12/2018 01:00,8620.58,1052.80,2400.47,657.12,9173.35,2588.43,4444.57,948.49,29885.82
03/12/2018 02:00,8329.13,1039.69,2384.25,656.52,8951.63,2443.41,4251.83,934.88,28991.35
03/12/2018 03:00,8189.16,1047.32,2374.83,658.05,8888.30,2354.20,4174.75,938.30,28624.90
03/12/2018 04:00,8177.00,1052.72,2375.71,667.26,9026.95,2308.25,4187.46,949.23,28744.59
03/12/2018 05:00,8382.59,1023.38,2386.74,695.06,9497.37,2312.29,4325.10,972.16,29594.69
03/12/2018 06:00,8822.87,1121.19,2411.62,743.19,10425.34,2394.80,4699.68,1027.72,31646.41
03/12/2018 07:00,9471.62,1269.61,2461.86,805.68,11742.61,2569.96,5262.23,1124.57,34708.13
03/12/2018 08:00,9992.04,1384.85,2526.00,866.62,12741.83,2715.97,5706.10,1197.21,37130.61
03/12/2018 09:00,10270.47,1394.49,2540.11,875.96,12977.63,2751.56,5866.86,1206.87,37883.95
03/12/2018 10:00,10484.04,1436.09,2545.61,860.20,12792.05,2829.21,5872.15,1202.97,38022.31
03/12/2018 11:00,10621.67,1414.72,2554.04,841.98,12542.54,2899.84,5803.76,1168.24,37846.80
03/12/2018 12:00,10625.30,1366.26,2548.00,813.95,12154.44,2952.48,5682.96,1138.40,37281.79
03/12/2018 13:00,10554.27,1333.79,2509.48,787.97,11725.34,2950.27,5518.53,1091.99,36471.64
03/12/2018 14:00,10560.24,1295.53,2500.70,772.35,11386.27,2962.55,5393.19,1067.08,35937.91
03/12/2018 15:00,10484.16,1271.74,2492.19,751.94,11089.86,2971.29,5301.91,1055.32,35418.41
03/12/2018 16:00,10463.95,1224.70,2509.06,736.49,10889.36,2981.96,5258.79,1050.39,35114.70
03/12/2018 17:00,10381.96,1220.24,2494.68,723.10,10739.25,2942.49,5299.27,1049.52,34850.50
03/12/2018 18:00,10289.40,1208.77,2473.34,710.84,10718.90,2897.53,5346.45,1043.56,34688.78
03/12/2018 19:00,10141.97,1216.43,2469.29,710.44,10820.60,2882.43,5414.44,1047.18,34702.77
03/12/2018 20:00,10264.70,1273.61,2478.11,737.51,11188.44,2949.49,5577.80,1067.34,35537.00
03/12/2018 21:00,10462.73,1323.03,2537.59,771.39,11669.11,3055.84,5774.36,1107.61,36701.67
03/12/2018 22:00,10262.80,1301.09,2533.70,764.05,11454.30,3012.89,5637.14,1092.41,36058.37
03/12/2018 23:00,9813.32,1266.97,2505.50,739.00,10931.02,2884.66,5325.73,1055.40,34521.60
03/12/2018 24:00,9234.26,1220.57,2455.04,708.31,10239.69,2699.01,4913.19,1006.32,32476.38
03/13/2018 01:00,8853.78,1200.83,2439.03,688.67,9833.90,2545.23,4612.25,979.31,31153.00
03/13/2018 02:00,8653.23,1189.36,2428.27,687.60,9606.24,2433.05,4455.03,969.19,30421.96
03/13/2018 03:00,8551.92,1184.84,2426.48,692.05,9675.34,2363.07,4404.53,970.67,30268.92
03/13/2018 04:00,8559.99,1208.57,2424.57,702.89,9782.41,2339.82,4441.58,979.97,30439.80
03/13/2018 05:00,8720.52,1257.17,2436.16,719.84,10053.37,2338.06,4581.80,999.87,31106.79
03/13/2018 06:00,9238.12,1326.86,2473.26,764.37,10836.88,2427.99,4947.38,1049.48,33064.34
03/13/2018 07:00,9929.19,1368.93,2522.14,823.89,11938.86,2586.41,5447.03,1130.26,35746.72
03/13/2018 08:00,10378.79,1452.68,2583.00,868.28,12652.43,2727.25,5863.53,1197.86,37723.83
03/13/2018 09:00,10482.81,1526.30,2559.86,870.54,12668.34,2742.51,5930.19,1193.39,37973.93
03/13/2018 10:00,10514.04,1466.05,2538.60,847.23,12411.15,2811.37,5843.20,1167.20,37598.84
03/13/2018 11:00,10547.56,1417.74,2497.20,822.62,12082.42,2873.06,5684.94,1132.87,37058.41
03/13/2018 12:00,10529.12,1363.01,2448.34,794.39,11730.58,2909.06,5515.71,1094.79,36385.01
03/13/2018 13:00,10520.87,1313.17,2422.98,760.43,11421.41,2938.76,5361.56,1056.68,35795.86
03/13/2018 14:00,10524.20,1290.80,2442.73,739.30,11196.01,2968.72,5272.02,1038.27,35472.05
03/13/2018 15:00,10528.94,1258.86,2432.45,719.16,10979.55,2986.61,5223.12,1026.97,35155.65
03/13/2018 16:00,10554.90,1244.37,2438.35,702.38,10818.43,3015.17,5224.00,1017.77,35015.36
03/13/2018 17:00,10562.36,1228.70,2456.91,699.60,10763.30,3027.23,5307.72,1020.59,35066.42
03/13/2018 18:00,10464.99,1231.63,2442.71,700.12,10758.48,2991.59,5377.11,1014.03,34980.65
03/13/2018 19:00,10301.58,1250.15,2439.04,702.42,10771.62,2958.72,5413.46,1020.93,34857.92
03/13/2018 20:00,10312.68,1292.40,2438.08,729.07,11133.50,2996.00,5538.84,1043.47,35484.04
03/13/2018 21:00,10473.02,1346.22,2515.83,763.69,11652.99,3110.96,5749.16,1079.67,36691.56
03/13/2018 22:00,10239.60,1332.34,2518.25,758.94,11469.25,3062.48,5587.03,1069.05,36036.95
03/13/2018 23:00,9752.16,1271.54,2467.57,732.22,10884.83,2929.10,5266.17,1026.31,34329.89
03/13/2018 24:00,9267.52,1209.89,2427.98,705.53,10247.53,2743.51,4865.39,983.92,32451.27
03/14/2018 01:00,8821.86,1177.57,2415.37,693.53,9815.76,2581.63,4577.54,960.14,31043.39
03/14/2018 02:00,8565.03,1160.63,2396.61,688.81,9683.89,2463.66,4445.01,951.23,30354.88
03/14/2018 03:00,8449.79,1170.94,2392.23,697.64,9722.02,2394.92,4376.71,952.72,30156.98
03/14/2018 04:00,8481.77,1170.49,2385.91,712.99,9946.32,2371.42,4432.86,967.52,30469.28
03/14/2018 05:00,8681.24,1215.76,2406.34,741.84,10421.94,2388.52,4607.26,997.92,31460.81
03/14/2018 06:00,9193.93,1316.03,2453.71,788.41,11409.12,2469.99,5014.21,1053.26,33698.66
03/14/2018 07:00,9957.18,1438.59,2502.76,850.21,12666.68,2641.10,5619.29,1151.49,36827.30
03/14/2018 08:00,10435.70,1503.28,2544.39,882.24,13576.41,2765.50,6052.09,1225.72,38985.32
03/14/2018 09:00,10581.35,1492.21,2529.20,873.25,13530.42,2774.18,6096.28,1223.41,39100.29
03/14/2018 10:00,10612.96,1483.21,2507.43,834.66,12965.74,2838.42,5925.81,1186.94,38355.17
03/14/2018 11:00,10671.42,1422.97,2502.12,800.13,12391.73,2908.21,5715.86,1159.39,37571.83
03/14/2018 12:00,10667.15,1359.63,2486.57,766.73,11894.20,2968.32,5527.92,1121.12,36791.64
03/14/2018 13:00,10624.25,1296.40,2453.93,734.03,11529.65,3013.42,5396.14,1092.88,36140.70
03/14/2018 14:00,10696.22,1266.71,2446.60,710.76,11223.19,3087.99,5325.82,1065.24,35822.52
03/14/2018 15:00,10748.57,1244.28,2438.54,694.80,11016.25,3149.24,5321.91,1046.36,35659.95
03/14/2018 16:00,10792.51,1241.31,2453.62,689.26,10898.33,3206.51,5324.45,1044.40,35650.39
03/14/2018 17:00,10786.10,1243.74,2453.74,687.68,10933.36,3225.70,5391.46,1045.92,35767.69
03/14/2018 18:00,10705.34,1231.47,2454.36,679.80,10974.15,3182.95,5422.70,1044.35,35695.12
03/14/2018 19:00,10476.77,1242.99,2458.36,684.38,10920.39,3097.71,5462.10,1050.75,35393.46
03/14/2018 20:00,10488.65,1262.33,2466.68,701.21,11158.51,3113.40,5581.20,1064.74,35836.71
03/14/2018 21:00,10585.26,1312.45,2529.60,728.57,11530.43,3196.71,5762.43,1100.52,36745.97
03/14/2018 22:00,10324.18,1288.17,2533.85,722.09,11327.68,3139.52,5588.09,1083.91,36007.48
03/14/2018 23:00,9885.62,1245.69,2516.91,696.16,10663.88,3014.86,5227.46,1042.41,34292.99
03/14/2018 24:00,9359.07,1167.07,2456.44,666.53,9969.30,2816.02,4810.59,992.68,32237.70
03/15/2018 01:00,8878.67,1131.21,2413.40,636.07,9428.95,2574.11,4437.49,1014.78,30514.68
03/15/2018 02:00,8651.15,1047.44,2406.22,630.89,9183.16,2454.84,4289.71,1005.59,29668.99
03/15/2018 03:00,8511.82,1081.02,2404.44,630.33,9064.28,2373.80,4213.62,969.20,29248.52
03/15/2018 04:00,8525.39,1096.33,2405.51,639.86,9175.44,2354.85,4207.02,956.99,29361.39
03/15/2018 05:00,8694.69,1144.28,2409.07,658.27,9497.23,2360.32,4319.66,966.13,30049.65
03/15/2018 06:00,9136.79,1216.65,2430.87,685.88,10301.25,2434.81,4632.17,1000.91,31839.34
03/15/2018 07:00,9802.43,1330.30,2483.13,739.03,11449.59,2615.45,5139.33,1079.61,34638.86
03/15/2018 08:00,10217.06,1407.24,2532.47,772.52,12119.76,2755.54,5528.80,1132.87,36466.26
03/15/2018 09:00,10337.46,1395.60,2520.20,772.23,12097.44,2772.47,5585.98,1173.03,36654.41
03/15/2018 10:00,10536.12,1377.80,2527.87,761.35,11894.89,2878.62,5517.21,1167.56,36661.42
03/15/2018 11:00,10738.68,1327.14,2529.90,743.65,11767.45,2974.06,5497.82,1135.53,36714.23
03/15/2018 12:00,10850.44,1263.22,2532.90,727.04,11622.95,3037.98,5504.24,1129.61,36668.40
03/15/2018 13:00,10897.49,1283.45,2511.49,709.64,11418.39,3070.48,5476.78,1100.65,36468.38
03/15/2018 14:00,11038.56,1282.62,2502.65,706.52,11353.28,3110.99,5506.13,1094.73,36595.49
03/15/2018 15:00,11043.34,1256.60,2523.99,709.09,11265.48,3171.87,5512.25,1089.11,36571.73
03/15/2018 16:00,10991.80,1261.67,2535.43,710.43,11247.83,3223.97,5480.95,1092.94,36545.02
03/15/2018 17:00,10903.92,1209.88,2549.93,712.06,11371.10,3286.12,5466.14,1099.60,36598.75
03/15/2018 18:00,10776.59,1202.58,2533.60,715.24,11399.94,3305.69,5492.01,1101.86,36527.51
03/15/2018 19:00,10661.16,1248.98,2539.38,714.00,11369.18,3278.79,5538.25,1103.67,36453.40
03/15/2018 20:00,10830.57,1287.62,2547.72,723.02,11531.32,3285.87,5712.10,1122.40,37040.63
03/15/2018 21:00,10876.87,1313.68,2582.92,741.02,11767.77,3368.99,5795.59,1142.12,37588.97
03/15/2018 22:00,10665.52,1287.21,2591.49,729.83,11443.65,3318.01,5615.70,1091.81,36743.21
03/15/2018 23:00,10238.02,1213.16,2546.84,692.21,10842.35,3173.19,5287.72,1041.67,35035.17
03/15/2018 24:00,9726.03,1125.97,2493.13,652.54,9967.31,2977.19,4908.56,986.75,32837.50
03/16/2018 01:00,9302.83,1061.29,2456.97,632.46,9233.86,2798.01,4567.19,963.13,31015.75
03/16/2018 02:00,9014.98,1014.58,2420.38,614.69,8787.48,2659.24,4351.74,938.78,29801.86
03/16/2018 03:00,8813.12,1008.40,2394.46,601.25,8520.86,2563.17,4215.51,923.31,29040.09
03/16/2018 04:00,8762.01,953.71,2405.43,595.35,8424.79,2515.26,4174.39,917.28,28748.22
03/16/2018 05:00,8865.96,944.41,2406.63,596.87,8536.89,2516.93,4224.60,923.09,29015.37
03/16/2018 06:00,9198.69,988.96,2400.65,620.92,9051.09,2577.95,4393.81,950.87,30182.94
03/16/2018 07:00,9772.36,1075.72,2447.15,662.21,9835.01,2723.29,4803.84,1008.60,32328.18
03/16/2018 08:00,10138.71,1161.28,2504.40,693.30,10438.12,2833.29,5204.73,1056.71,34030.54
03/16/2018 09:00,10407.46,1180.37,2503.71,705.88,10656.32,2871.73,5351.30,1063.14,34739.90
03/16/2018 10:00,10792.62,1246.28,2504.17,714.60,11000.01,3034.65,5517.27,1071.43,35881.03
03/16/2018 11:00,11117.33,1296.53,2503.72,732.66,11376.71,3217.73,5656.97,1082.21,36983.86
03/16/2018 12:00,11437.64,1335.07,2504.12,735.28,11577.00,3428.84,5858.96,1085.32,37962.24
03/16/2018 13:00,11772.48,1362.23,2497.05,731.25,11830.83,3634.53,6037.97,1098.46,38964.79
03/16/2018 14:00,12126.66,1413.72,2519.72,737.22,11982.70,3854.90,6288.55,1114.51,40037.98
03/16/2018 15:00,12444.14,1430.38,2549.31,739.92,12202.32,4048.69,6517.08,1134.33,41066.16
03/16/2018 16:00,12724.49,1465.83,2576.20,743.40,12406.50,4201.01,6787.80,1150.64,42055.87
03/16/2018 17:00,12996.23,1490.95,2592.84,749.75,12605.66,4279.60,7060.19,1171.78,42947.02
03/16/2018 18:00,13035.94,1483.10,2581.18,745.82,12589.00,4247.17,7214.51,1176.57,43073.30
03/16/2018 19:00,12653.26,1438.19,2551.01,737.74,12334.24,4090.14,7093.07,1162.42,42060.07
03/16/2018 20:00,12414.82,1425.13,2536.91,731.79,12001.85,3896.92,6840.30,1143.07,40990.79
03/16/2018 21:00,12274.76,1415.68,2550.62,742.81,12013.65,3827.63,6753.43,1144.92,40723.51
03/16/2018 22:00,11842.94,1359.43,2521.94,721.33,11537.14,3665.91,6421.40,1112.94,39183.03
03/16/2018 23:00,11287.02,1258.23,2476.07,690.03,10783.53,3488.58,6009.44,1057.98,37050.88
03/16/2018 24:00,10642.89,1176.20,2431.25,657.38,9845.25,3278.55,5531.30,996.10,34558.93
03/17/2018 01:00,10003.80,1113.84,2386.34,621.75,9099.03,3059.90,5077.10,937.28,32299.02
03/17/2018 02:00,9609.99,1057.47,2355.61,604.21,8557.03,2877.16,4758.71,910.19,30730.38
03/17/2018 03:00,9337.94,1022.51,2348.64,594.47,8225.83,2766.05,4541.97,894.34,29731.73
03/17/2018 04:00,9173.11,1008.79,2353.66,589.08,8058.42,2690.81,4406.99,890.41,29171.28
03/17/2018 05:00,9129.86,973.98,2350.74,592.44,8120.92,2643.57,4382.38,891.44,29085.34
03/17/2018 06:00,9206.69,1008.32,2362.15,612.67,8337.84,2648.69,4461.54,906.80,29544.70
03/17/2018 07:00,9411.63,1043.65,2382.50,637.31,8773.35,2702.74,4638.68,938.86,30528.74
03/17/2018 08:00,9691.00,1073.01,2412.77,671.97,9275.12,2772.55,4869.65,972.55,31738.62
03/17/2018 09:00,9955.67,1063.06,2432.55,695.10,9757.11,2835.77,5096.89,1002.18,32838.33
03/17/2018 10:00,10355.85,1157.53,2447.50,717.57,10244.66,3025.65,5433.92,1030.59,34413.28
03/17/2018 11:00,10814.83,1234.76,2470.12,725.93,10461.25,3227.91,5702.41,1037.90,35675.12
03/17/2018 12:00,11125.98,1269.53,2472.75,711.98,10616.13,3429.45,5924.33,1038.09,36588.24
03/17/2018 13:00,11324.88,1296.85,2469.82,696.16,10743.54,3634.12,6017.97,1032.93,37216.26
03/17/2018 14:00,11633.69,1318.48,2486.54,686.40,10856.91,3830.47,6163.38,1048.67,38024.54
03/17/2018 15:00,12044.03,1366.21,2504.30,680.15,11052.16,4030.59,6305.16,1070.41,39053.01
03/17/2018 16:00,12316.73,1401.32,2523.58,683.13,11233.94,4183.33,6571.88,1098.16,40012.07
03/17/2018 17:00,12431.72,1418.61,2536.62,682.11,11270.80,4257.80,6798.36,1166.00,40562.02
03/17/2018 18:00,12437.48,1408.03,2546.58,686.38,11286.53,4252.72,6905.38,1181.07,40704.16
03/17/2018 19:00,12185.36,1318.00,2531.14,687.75,11055.38,4113.80,6795.94,1174.30,39861.66
03/17/2018 20:00,11871.17,1311.29,2506.37,698.64,10956.89,3922.16,6631.38,1160.37,39058.26
03/17/2018 21:00,11839.14,1309.17,2529.93,713.72,11081.45,3864.48,6588.97,1129.74,39056.59
03/17/2018 22:00,11493.72,1297.99,2501.45,698.33,10722.10,3657.13,6334.09,1083.37,37788.18
03/17/2018 23:00,11062.55,1247.13,2463.22,667.60,10227.67,3465.64,5989.81,1027.74,36151.37
03/17/2018 24:00,10518.77,1161.87,2422.19,636.18,9528.72,3251.61,5586.56,962.95,34068.85
03/18/2018 01:00,9984.46,1069.28,2372.81,608.47,8919.56,3035.80,5186.06,913.66,32090.10
03/18/2018 02:00,9585.92,1025.50,2344.25,598.79,8466.53,2880.91,4846.13,886.48,30634.51
03/18/2018 03:00,9305.02,988.01,2326.96,592.83,8105.87,2773.23,4628.37,874.15,29594.45
03/18/2018 04:00,9076.68,971.29,2312.10,590.06,7943.36,2697.59,4490.40,869.46,28950.94
03/18/2018 05:00,8943.36,965.41,2316.51,591.72,7889.91,2638.27,4407.76,864.29,28617.23
03/18/2018 06:00,8955.54,979.81,2330.88,605.07,8016.23,2628.39,4401.44,874.33,28791.70
03/18/2018 07:00,9084.62,1008.90,2344.43,623.50,8287.32,2668.72,4532.36,899.05,29448.91
03/18/2018 08:00,9269.53,1012.42,2373.77,650.60,8747.94,2715.30,4728.88,936.09,30434.52
03/18/2018 09:00,9488.98,1089.95,2364.26,675.29,9197.82,2753.40,4891.94,962.70,31424.35
03/18/2018 10:00,10124.36,1152.20,2405.98,696.91,9726.83,2947.87,5215.23,992.94,33262.31
03/18/2018 11:00,10731.84,1172.50,2438.41,693.93,10106.70,3129.39,5499.03,1006.00,34777.81
03/18/2018 12:00,11241.51,1212.37,2466.92,705.70,10350.73,3336.77,5695.37,1013.16,36022.53
03/18/2018 13:00,11585.40,1238.00,2496.83,703.47,10588.89,3585.77,5806.40,1041.29,37046.06
03/18/2018 14:00,11783.15,1274.06,2519.71,687.55,10697.88,3846.84,5959.23,1073.37,37841.80
03/18/2018 15:00,12083.95,1298.60,2525.01,676.08,10833.44,4076.79,6316.82,1102.19,38912.89
03/18/2018 16:00,12701.33,1341.50,2539.35,674.86,11130.10,4276.91,6729.64,1126.99,40520.68
03/18/2018 17:00,13081.13,1392.24,2519.63,679.40,11394.44,4357.68,7087.58,1144.02,41656.12
03/18/2018 18:00,13084.20,1400.63,2546.35,691.88,11648.39,4351.46,7340.37,1159.82,42223.09
03/18/2018 19:00,12826.26,1373.07,2543.77,698.44,11748.57,4248.00,7245.90,1167.30,41851.31
03/18/2018 20:00,12772.86,1378.31,2528.55,708.12,11784.31,4106.28,6973.96,1154.26,41406.64
03/18/2018 21:00,12797.88,1430.97,2568.39,732.93,12162.40,4113.03,6988.72,1164.85,41959.18
03/18/2018 22:00,12396.48,1347.14,2554.90,716.19,11811.62,3962.27,6652.84,1125.80,40567.23
03/18/2018 23:00,11606.94,1262.79,2488.76,673.28,10942.35,3689.58,6110.28,1051.10,37825.08
03/18/2018 24:00,10782.60,1108.30,2437.33,635.07,9985.06,3375.74,5454.66,974.67,34753.43
03/19/2018 01:00,10091.00,1087.50,2418.19,607.32,9166.39,3066.41,5023.02,926.53,32386.34
03/19/2018 02:00,9679.17,1046.54,2401.47,592.90,8649.81,2883.35,4741.33,893.66,30888.22
03/19/2018 03:00,9371.91,1032.99,2397.96,582.54,8347.06,2769.98,4559.74,879.48,29941.67
03/19/2018 04:00,9258.10,1020.09,2387.29,577.39,8178.41,2701.23,4535.72,874.35,29532.59
03/19/2018 05:00,9465.07,982.43,2391.03,586.44,8314.39,2702.52,4618.57,880.48,29940.94
03/19/2018 06:00,10018.78,1064.96,2437.16,624.42,9004.24,2815.58,4902.27,923.82,31791.25
